2,100000,8.624242079138227,151.84184149230163,78.925,1
3,100000,12.936363118707341,151.84184149230163,78.642,1
4,100000,17.248484158276455,151.84184149230163,76.817,1
5,100000,21.560605197845568,151.84184149230163,76.284,1
8,100000,34.49696831655291,151.84184149230163,79.163,1
10,100000,43.121210395691136,151.84184149230163,80.303,1
12,100000,45.2772709154757,145.1378809433962,94.694,1
14,100000,52.82348273472165,145.1378809433962,92.15,1
16,100000,60.36969455396758,147.27757399961703,115.409,1
20,100000,75.4621181924595,147.27757399961703,93.203,1
24,100000,85.22780407618953,147.27757399961703,97.487,1
28,100000,99.4324380888878,144.70104759217455,101.837,1
32,100000,107.32390142927571,144.70104759217455,102.183,1
40,100000,104.99077313733494,153.14170197093367,173.833,1
48,100000,115.90981354361777,157.1141276552287,362.118,1
56,100000,116.57596189731674,154.68143354112203,130.493,1
64,100000,128.78868171513088,150.65232452017233,209.863,1
80,100000,130.52906930587588,157.11412765522874,77.891,1
96,100000,141.35343115075338,157.11412765522874,78.319,1
112,100000,140.8626206259244,154.68143354112203,252.026,1
128,100000,140.49674368923368,157.11412765522874,263.785,1
132,100000,142.29999430578073,157.11412765522874,423.073,1
136,100000,146.61211534534988,157.11412765522874,346.64,1
140,100000,148.27644276413093,157.11412765522874,239.246,1
144,100000,152.51291255739181,159.6245629798713,235.287,1
148,100000,154.04680679288282,159.6245629798713,421.238,1
152,100000,141.1722088031242,159.6245629798713,91.502,1
156,100000,142.69200530937798,157.11412765522874,95.245,1
160,100000,144.1664347557435,157.11412765522874,78.17,1
164,100000,145.59749863015713,157.11412765522874,91.434,1
168,100000,144.88726692952224,157.11412765522874,63.722,1
172,100000,146.2477107504567,157.11412765522874,75.524,1
176,100000,149.6488203027929,157.11412765522874,84.084,1
180,100000,150.924236384919,157.11412765522874,87.029,1
184,100000,152.16470956068542,157.11412765522874,69.628,1
188,100000,147.39613735254426,163.80553002555362,72.525,1
192,100000,148.6023250559202,163.80553002555362,76.011,1
196,100000,151.69820682791857,163.80553002555362,272.902,1
200,100000,149.06097420732738,159.6245629798713,435.551,1
204,100000,146.61211534534988,157.11412765522874,259.958,1
208,100000,147.72819373206187,159.6245629798713,220.837,1
212,100000,148.81831680745495,157.11412765522874,232.0,1
216,100000,149.88337958226435,157.11412765522874,279.807,1
220,100000,150.92423638491897,157.11412765522874,294.848,1
224,100000,151.94170314706452,157.11412765522874,298.033,1
228,100000,148.00312213230762,163.80553002555362,80.898,1
232,100000,148.997544005537,159.6245629798713,79.274,1
236,100000,149.97103068143525,159.6245629798713,75.734,1
240,100000,150.924236384919,159.6245629798713,79.902,1
244,100000,151.85778836255764,159.6245629798713,81.928,1
248,100000,152.77228825902003,159.6245629798713,81.171,1
252,100000,155.2363574244881,159.6245629798713,82.508,1
256,100000,153.01625550312576,157.11412765522874,78.064,1
264,100000,150.35471096459855,163.80553002555362,84.729,1
272,100000,152.04219369147393,159.6245629798713,67.797,1
280,100000,153.6683134100993,159.6245629798713,68.741,1
288,100000,155.23635742448812,159.6245629798713,71.832,1
296,100000,156.7493823506527,159.6245629798713,226.985,1
304,100000,150.42940282300123,159.6245629798713,85.679,1
312,100000,151.89794113578944,159.6245629798713,77.05,1
320,100000,153.31985918467961,159.6245629798713,78.751,1
328,100000,155.9154316039478,159.6245629798713,78.565,1
336,100000,157.24199511731092,159.6245629798713,90.708,1
344,100000,156.14417238018683,163.80553002555362,87.042,1
352,100000,158.58307823131787,163.80553002555362,95.586,1
360,100000,155.23635742448812,159.6245629798713,87.598,1
368,100000,157.56062124723456,159.6245629798713,67.175,1
376,100000,154.41500103599873,163.80553002555362,71.943,1
384,100000,154.54641805815703,163.80553002555362,74.023,1
392,100000,157.7661351010353,163.80553002555362,86.775,1
400,100000,157.82926680775842,163.80553002555362,89.669,1
408,100000,156.88430177082026,159.6245629798713,78.329,1
416,100000,154.07234929110746,163.80553002555362,83.012,1
424,100000,156.07774689562353,163.80553002555362,86.048,1
432,100000,157.10667498381923,163.80553002555362,82.719,1
440,100000,157.17553611683869,163.80553002555362,87.817,1
448,100000,160.03327313714485,163.80553002555362,99.488,1
456,100000,154.6549478461192,163.80553002555362,74.345,1
464,100000,155.61965707244977,159.6245629798713,69.844,1
472,100000,156.56316389820168,159.6245629798713,70.008,1
480,100000,103.12260991425069,123.86968904991944,7213.419,1
488,100000,157.54230450447153,163.80553002555362,89.626,1
496,100000,158.43052115750226,163.80553002555362,89.801,1
504,100000,159.3001364146579,163.80553002555362,90.645,1
