time_mult,mem_div,n_through,e_through,time,batch_size
128,100,128.0,None,1.194,1
128,10000,128.0,None,1.218,1
256,100,256.0,None,1.316,1
256,10000,256.0,None,1.233,1
512,100,512.0,None,1.182,1
512,10000,512.0,None,1.264,1
1024,100,1024.0,None,1.255,1
1024,10000,1024.0,None,1.24,1
2048,100,1024.0,None,1.228,1
2048,10000,1024.0,None,1.18,1
4096,100,1024.0,None,1.246,1
4096,10000,1024.0,None,1.213,1
8192,100,1170.2857142857142,None,1.25,1
8192,10000,1170.2857142857142,None,1.219,1
16384,100,1170.2857142857142,None,1.26,1
16384,10000,1170.2857142857142,None,1.238,1
32768,100,1170.2857142857142,None,1.213,1
32768,10000,1170.2857142857142,None,1.219,1
65536,100,1191.5636363636363,None,1.219,1
65536,10000,1191.5636363636363,None,1.261,1
131072,100,1191.5636363636363,None,1.24,1
131072,10000,1191.5636363636363,None,1.255,1
262144,100,1197.0045662100456,None,1.285,1
262144,10000,1197.0045662100456,None,1.258,1
524288,100,1199.7437070938215,None,1.224,1
524288,10000,1199.7437070938215,None,1.239,1
1048576,100,1201.1179839633448,None,1.226,1
1048576,10000,1201.1179839633448,None,1.237,1
2097152,100,1201.8063037249283,None,1.232,1
2097152,10000,1201.8063037249283,None,1.212,1
4194304,100,1201.8063037249283,None,1.234,1
4194304,10000,1201.8063037249283,None,1.28,1
8388608,100,1201.8063037249283,None,1.224,1
8388608,10000,1201.8063037249283,None,1.234,1
