time_mult,mem_div,n_through,e_through,time,batch_size
128,100,128.0,None,1.246,1
128,10000,128.0,None,1.263,1
256,100,256.0,None,1.266,1
256,10000,256.0,None,1.314,1
512,100,512.0,None,1.254,1
512,10000,512.0,None,1.259,1
1024,100,1024.0,None,1.256,1
1024,10000,1024.0,None,1.278,1
2048,100,1024.0,None,1.249,1
2048,10000,1024.0,None,1.215,1
4096,100,1024.0,None,1.274,1
4096,10000,1024.0,None,1.273,1
8192,100,1170.2857142857142,None,1.277,1
8192,10000,1170.2857142857142,None,1.29,1
16384,100,1170.2857142857142,None,1.332,1
16384,10000,1170.2857142857142,None,1.315,1
32768,100,1170.2857142857142,None,1.293,1
32768,10000,1170.2857142857142,None,1.3,1
65536,100,1191.5636363636363,None,1.295,1
65536,10000,1191.5636363636363,None,1.305,1
131072,100,1191.5636363636363,None,1.314,1
131072,10000,1191.5636363636363,None,1.284,1
262144,100,1197.0045662100456,None,1.279,1
262144,10000,1197.0045662100456,None,1.362,1
524288,100,1199.7437070938215,None,1.293,1
524288,10000,1199.7437070938215,None,1.328,1
1048576,100,1201.1179839633448,None,1.255,1
1048576,10000,1201.1179839633448,None,1.302,1
2097152,100,1201.8063037249283,None,1.282,1
2097152,10000,1201.8063037249283,None,1.286,1
4194304,100,1201.8063037249283,None,1.273,1
4194304,10000,1201.8063037249283,None,1.289,1
8388608,100,1201.8063037249283,None,1.274,1
8388608,10000,1201.8063037249283,None,1.314,1
