time_res,mem_res,num_th,exa_th,time,batch_size
2,100000,168.91301607432686,1629.7262055084745,25.932000000000002,10
4,100000,337.8260321486537,1629.7262055084745,25.98,10
8,100000,675.6520642973074,1629.7262055084745,26.866999999999997,10
16,100000,1013.4780964459611,1629.7262055084745,27.104,10
32,100000,1351.304128594615,1890.0018894348893,34.963499999999996,10
64,100000,1801.738838126153,1890.0018894348893,30.519,10
128,100000,1801.738838126153,1890.0018894348893,34.581500000000005,10
256,100000,1853.2170906440433,1890.0018894348893,30.737000000000002,10
512,100000,1853.2170906440433,1890.0018894348893,30.5375,10
1024,100000,1866.5495876990362,1890.0018894348893,29.9905,10
2048,100000,1880.0753093490296,1890.0018894348893,30.014,10
4096,100000,1883.4874242480296,1890.0018894348893,29.685499999999998,10
8192,100000,1886.9119468375713,1890.0018894348893,29.732,10
16384,100000,1888.6288821850123,1890.0018894348893,29.646500000000003,10
32768,100000,1889.4885220949736,1890.0018894348893,29.526,10
65536,100000,1889.7035543610593,1890.0018894348893,30.3645,10
131072,100000,1889.8110888488736,1890.0018894348893,30.2265,10
262144,100000,1889.9186355759875,1890.0018894348893,30.12,10
524288,100000,1889.9455241704018,1890.0018894348893,30.2575,10
1048576,100000,1889.9858584966319,1890.0018894348893,29.9105,10
2097152,100000,1889.9925810517148,1890.0018894348893,30.135,10
4194304,100000,1889.9959423471898,1890.0018894348893,29.994999999999997,10
8388608,100000,1889.9976229994106,1890.0018894348893,29.962,10
16777216,100000,1890.0001439833466,1890.0018894348893,30.1435,10
33554432,100000,1890.0009843128198,1890.0018894348893,30.2975,10
67108864,100000,1890.001614560415,1890.0018894348893,30.9715,10
134217728,100000,1890.0017196017218,1890.0018894348893,32.656,10
268435456,100000,1890.0018246430402,1890.0018894348893,35.469,10
536870912,100000,1890.0018246430402,1890.0018894348893,40.9465,10
1073741824,100000,1890.0018640335377,1890.0018894348893,52.7265,10
