time_mult,mem_div,n_through,e_through,time,batch_size
512,1000,512.0,None,2.5605,4
576,1000,576.0,None,2.984,4
640,1000,640.0,None,2.8625,4
704,1000,704.0,None,3.106,4
768,1000,768.0,None,3.1315,4
832,1000,832.0,None,3.042,4
896,1000,896.0,None,2.786,4
960,1000,960.0,None,2.755,4
1024,1000,1024.0,None,2.7335000000000003,4
1152,1000,1152.0,None,2.787,4
1280,1000,640.0,None,2.7605000000000004,4
1408,1000,704.0,None,2.7725,4
1536,1000,768.0,None,2.73,4
1664,1000,832.0,None,2.6595,4
1792,1000,896.0,None,2.697,4
1920,1000,960.0,None,2.716,4
2048,1000,1024.0,None,2.7104999999999997,4
2304,1000,1152.0,None,2.841,4
2560,1000,853.3333333333334,None,2.7264999999999997,4
2816,1000,938.6666666666666,None,2.784,4
3072,1000,1024.0,None,2.7424999999999997,4
3328,1000,1109.3333333333333,None,2.847,4
3584,1000,1194.6666666666667,None,2.779,4
3840,1000,960.0,None,2.8274999999999997,4
4096,1000,1024.0,None,2.7755,4
4608,1000,1152.0,None,2.8125,4
5120,1000,1024.0,None,2.7664999999999997,4
5632,1000,1126.4,None,2.8155,4
6144,1000,1024.0,None,2.774,4
6656,1000,1109.3333333333333,None,2.808,4
7168,1000,1194.6666666666667,None,2.7625,4
7680,1000,1097.142857142857,None,2.801,4
8192,1000,1170.2857142857142,None,2.814,4
9216,1000,1152.0,None,2.7805,4
10240,1000,1137.7777777777778,None,2.8545,4
11264,1000,1126.4,None,2.9364999999999997,4
12288,1000,1117.090909090909,None,2.8194999999999997,4
13312,1000,1109.3333333333333,None,2.847,4
14336,1000,1194.6666666666667,None,2.9859999999999998,4
15360,1000,1181.5384615384614,None,2.9285,4
16384,1000,1170.2857142857142,None,2.9059999999999997,4
18432,1000,1152.0,None,2.9025,4
20480,1000,1137.7777777777778,None,2.8810000000000002,4
22528,1000,1185.6842105263158,None,2.8445,4
24576,1000,1170.2857142857142,None,2.794,4
26624,1000,1157.5652173913043,None,2.8755,4
28672,1000,1194.6666666666667,None,2.847,4
30720,1000,1181.5384615384614,None,2.8440000000000003,4
32768,1000,1170.2857142857142,None,2.83,4
36864,1000,1189.1612903225807,None,2.849,4
40960,1000,1170.2857142857142,None,2.7984999999999998,4
45056,1000,1185.6842105263158,None,2.8529999999999998,4
49152,1000,1198.8292682926829,None,2.8405,4
53248,1000,1183.2888888888888,None,2.8645,4
57344,1000,1194.6666666666667,None,2.894,4
61440,1000,1181.5384615384614,None,2.808,4
65536,1000,1191.5636363636363,None,2.8165,4
73728,1000,1189.1612903225807,None,2.847,4
81920,1000,1187.2463768115942,None,2.8395,4
90112,1000,1201.4933333333333,None,2.8965,4
98304,1000,1198.8292682926829,None,2.779,4
106496,1000,1196.5842696629213,None,2.8405,4
114688,1000,1194.6666666666667,None,2.8810000000000002,4
122880,1000,1193.009708737864,None,2.8665000000000003,4
131072,1000,1191.5636363636363,None,2.8255,4
147456,1000,1198.8292682926829,None,2.8230000000000004,4
163840,1000,1195.912408759124,None,2.843,4
180224,1000,1201.4933333333333,None,2.8375,4
196608,1000,1198.8292682926829,None,2.84,4
212992,1000,1196.5842696629213,None,2.916,4
229376,1000,1200.9214659685863,None,2.8255,4
245760,1000,1198.8292682926829,None,2.803,4
262144,1000,1197.0045662100456,None,2.824,4
294912,1000,1198.8292682926829,None,2.9755000000000003,4
327680,1000,1200.2930402930403,None,2.8865,4
360448,1000,1201.4933333333333,None,2.8495,4
393216,1000,1198.8292682926829,None,3.0355,4
425984,1000,1199.9549295774648,None,2.8925,4
458752,1000,1200.9214659685863,None,2.9314999999999998,4
491520,1000,1201.760391198044,None,2.8445,4
524288,1000,1199.7437070938215,None,2.8365,4
589824,1000,1201.2708757637474,None,2.8529999999999998,4
655360,1000,1200.2930402930403,None,2.865,4
720896,1000,1201.4933333333333,None,2.852,4
786432,1000,1200.6595419847329,None,2.8825,4
851968,1000,1201.6473906911142,None,2.8775,4
917504,1000,1200.9214659685863,None,2.8775,4
983040,1000,1201.760391198044,None,2.8920000000000003,4
1048576,1000,1201.1179839633448,None,2.808,4
8388608,1000,1201.8063037249283,None,2.8735,4
