time_res,mem_res,num_th,exa_th,time,batch_size
8,100000,44.40772499395845,168.54311327782642,36.923,1
16,100000,78.94706665592616,168.54311327782642,38.094,1
32,100000,142.10471998066708,243.96789375198225,43.413,1
64,100000,189.47295997422282,235.88800030665436,266.962,1
128,100000,227.36755196906734,243.96789375198225,167.718,1
256,100000,236.84119996777844,243.96789375198225,161.292,1
512,100000,241.880374435178,254.20712789160604,187.074,1
1024,100000,251.23486405421812,254.20712789160604,246.379,1
2048,100000,252.63061329896362,254.20712789160604,293.193,1
4096,100000,252.98197715612497,254.20712789160604,299.577,1
8192,100000,253.15802585282376,254.20712789160604,340.004,1
16384,100000,253.77613055494083,254.20712789160604,294.199,1
32768,100000,254.0863161519174,254.20712789160604,305.381,1
65536,100000,254.10850128386116,254.20712789160604,178.843,1
131072,100000,254.1750799304857,254.20712789160604,317.667,1
262144,100000,254.1861797636632,254.20712789160604,299.605,1
524288,100000,254.1917300438074,254.20712789160604,368.452,1
1048576,100000,254.20283133128612,254.20712789160604,323.619,1
2097152,100000,254.20352519394908,254.20712789160604,325.892,1
4194304,100000,254.2059537430992,254.20712789160604,331.973,1
8388608,100000,254.20612721267128,254.20712789160604,365.927,1
