time_mult,mem_div,n_through,e_through,time,batch_size
256,1000,256.0,None,1.277,1
260,1000,260.0,None,1.245,1
264,1000,264.0,None,1.238,1
268,1000,268.0,None,1.243,1
272,1000,272.0,None,1.245,1
276,1000,276.0,None,1.269,1
280,1000,280.0,None,1.261,1
284,1000,284.0,None,1.247,1
288,1000,288.0,None,1.258,1
292,1000,292.0,None,1.299,1
296,1000,296.0,None,1.261,1
300,1000,300.0,None,1.269,1
304,1000,304.0,None,1.262,1
308,1000,308.0,None,1.236,1
312,1000,312.0,None,1.268,1
316,1000,316.0,None,1.247,1
320,1000,320.0,None,1.246,1
324,1000,324.0,None,1.246,1
328,1000,328.0,None,1.329,1
332,1000,332.0,None,1.245,1
336,1000,336.0,None,1.24,1
340,1000,340.0,None,1.265,1
344,1000,344.0,None,1.288,1
348,1000,348.0,None,1.253,1
352,1000,352.0,None,1.342,1
356,1000,356.0,None,1.269,1
360,1000,360.0,None,1.261,1
364,1000,364.0,None,1.237,1
368,1000,368.0,None,1.261,1
372,1000,372.0,None,1.238,1
376,1000,376.0,None,1.274,1
380,1000,380.0,None,1.26,1
384,1000,384.0,None,1.334,1
388,1000,388.0,None,1.292,1
392,1000,392.0,None,1.265,1
396,1000,396.0,None,1.292,1
400,1000,400.0,None,1.302,1
404,1000,404.0,None,1.242,1
408,1000,408.0,None,1.298,1
412,1000,412.0,None,1.294,1
416,1000,416.0,None,1.293,1
420,1000,420.0,None,1.258,1
424,1000,424.0,None,1.329,1
428,1000,428.0,None,1.271,1
432,1000,432.0,None,1.261,1
436,1000,436.0,None,1.313,1
440,1000,440.0,None,1.284,1
444,1000,444.0,None,1.319,1
448,1000,448.0,None,1.282,1
452,1000,452.0,None,1.281,1
456,1000,456.0,None,1.269,1
460,1000,460.0,None,1.281,1
464,1000,464.0,None,1.262,1
468,1000,468.0,None,1.276,1
472,1000,472.0,None,1.306,1
476,1000,476.0,None,1.298,1
480,1000,480.0,None,1.269,1
484,1000,484.0,None,1.3,1
488,1000,488.0,None,1.261,1
492,1000,492.0,None,1.283,1
496,1000,496.0,None,1.272,1
500,1000,500.0,None,1.276,1
504,1000,504.0,None,1.249,1
508,1000,508.0,None,1.244,1
512,1000,512.0,None,1.259,1
520,1000,520.0,None,1.257,1
528,1000,528.0,None,1.266,1
536,1000,536.0,None,1.248,1
544,1000,544.0,None,1.271,1
552,1000,552.0,None,1.249,1
560,1000,560.0,None,1.267,1
568,1000,568.0,None,1.269,1
576,1000,576.0,None,1.389,1
584,1000,584.0,None,1.34,1
592,1000,592.0,None,1.367,1
600,1000,600.0,None,1.243,1
608,1000,608.0,None,1.275,1
616,1000,616.0,None,1.287,1
624,1000,624.0,None,1.258,1
632,1000,632.0,None,1.329,1
640,1000,640.0,None,1.311,1
648,1000,648.0,None,1.292,1
656,1000,656.0,None,1.258,1
664,1000,664.0,None,1.336,1
672,1000,672.0,None,1.354,1
680,1000,680.0,None,1.261,1
688,1000,688.0,None,1.277,1
696,1000,696.0,None,1.251,1
704,1000,704.0,None,1.244,1
712,1000,712.0,None,1.288,1
720,1000,720.0,None,1.258,1
728,1000,728.0,None,1.303,1
736,1000,736.0,None,1.253,1
744,1000,744.0,None,1.279,1
752,1000,752.0,None,1.309,1
760,1000,760.0,None,1.245,1
768,1000,768.0,None,1.246,1
776,1000,776.0,None,1.28,1
784,1000,784.0,None,1.255,1
792,1000,792.0,None,1.32,1
800,1000,800.0,None,1.282,1
808,1000,808.0,None,1.252,1
816,1000,816.0,None,1.286,1
824,1000,824.0,None,1.304,1
832,1000,832.0,None,1.276,1
840,1000,840.0,None,1.27,1
848,1000,848.0,None,1.268,1
856,1000,856.0,None,1.297,1
864,1000,864.0,None,1.284,1
872,1000,872.0,None,1.3,1
880,1000,880.0,None,1.343,1
888,1000,888.0,None,1.272,1
896,1000,896.0,None,1.274,1
904,1000,904.0,None,1.308,1
912,1000,912.0,None,1.296,1
920,1000,920.0,None,1.314,1
928,1000,928.0,None,1.321,1
936,1000,936.0,None,1.28,1
944,1000,944.0,None,1.339,1
952,1000,952.0,None,1.322,1
960,1000,960.0,None,1.312,1
968,1000,968.0,None,1.24,1
976,1000,976.0,None,1.287,1
984,1000,984.0,None,1.279,1
992,1000,992.0,None,1.301,1
1000,1000,1000.0,None,1.255,1
1008,1000,1008.0,None,1.255,1
1016,1000,1016.0,None,1.301,1
1024,1000,1024.0,None,1.283,1
1040,1000,1040.0,None,1.288,1
1056,1000,1056.0,None,1.267,1
1072,1000,1072.0,None,1.295,1
1088,1000,1088.0,None,1.289,1
1104,1000,1104.0,None,1.267,1
1120,1000,1120.0,None,1.293,1
1136,1000,1136.0,None,1.299,1
1152,1000,1152.0,None,1.335,1
1168,1000,1168.0,None,1.288,1
1184,1000,1184.0,None,1.298,1
1200,1000,1200.0,None,1.277,1
1216,1000,608.0,None,1.272,1
1232,1000,616.0,None,1.213,1
1248,1000,624.0,None,1.303,1
1264,1000,632.0,None,1.247,1
1280,1000,640.0,None,1.248,1
1296,1000,648.0,None,1.232,1
1312,1000,656.0,None,1.223,1
1328,1000,664.0,None,1.221,1
1344,1000,672.0,None,1.241,1
1360,1000,680.0,None,1.267,1
1376,1000,688.0,None,1.272,1
1392,1000,696.0,None,1.25,1
1408,1000,704.0,None,1.24,1
1424,1000,712.0,None,1.267,1
1440,1000,720.0,None,1.249,1
1456,1000,728.0,None,1.247,1
1472,1000,736.0,None,1.251,1
1488,1000,744.0,None,1.304,1
1504,1000,752.0,None,1.261,1
1520,1000,760.0,None,1.245,1
1536,1000,768.0,None,1.259,1
1552,1000,776.0,None,1.226,1
1568,1000,784.0,None,1.266,1
1584,1000,792.0,None,1.214,1
1600,1000,800.0,None,1.268,1
1616,1000,808.0,None,1.255,1
1632,1000,816.0,None,1.253,1
1648,1000,824.0,None,1.245,1
1664,1000,832.0,None,1.266,1
1680,1000,840.0,None,1.26,1
1696,1000,848.0,None,1.263,1
1712,1000,856.0,None,1.283,1
1728,1000,864.0,None,1.233,1
1744,1000,872.0,None,1.278,1
1760,1000,880.0,None,1.223,1
1776,1000,888.0,None,1.265,1
1792,1000,896.0,None,1.245,1
1808,1000,904.0,None,1.292,1
1824,1000,912.0,None,1.29,1
1840,1000,920.0,None,1.251,1
1856,1000,928.0,None,1.319,1
1872,1000,936.0,None,1.217,1
1888,1000,944.0,None,1.256,1
1904,1000,952.0,None,1.236,1
1920,1000,960.0,None,1.284,1
1936,1000,968.0,None,1.262,1
1952,1000,976.0,None,1.237,1
1968,1000,984.0,None,1.281,1
1984,1000,992.0,None,1.234,1
2000,1000,1000.0,None,1.238,1
2016,1000,1008.0,None,1.23,1
2032,1000,1016.0,None,1.25,1
2048,1000,1024.0,None,1.232,1
2080,1000,1040.0,None,1.25,1
2112,1000,1056.0,None,1.228,1
2144,1000,1072.0,None,1.261,1
2176,1000,1088.0,None,1.256,1
2208,1000,1104.0,None,1.232,1
2240,1000,1120.0,None,1.224,1
2272,1000,1136.0,None,1.244,1
2304,1000,1152.0,None,1.24,1
2336,1000,1168.0,None,1.263,1
2368,1000,1184.0,None,1.253,1
2400,1000,1200.0,None,1.275,1
