time_mult,mem_div,n_through,e_through,time,batch_size
3392,1000,484.57142857142856,None,1.364,1
3424,1000,489.14285714285717,None,1.372,1
3456,1000,493.7142857142857,None,1.316,1
3488,1000,498.2857142857143,None,1.375,1
3520,1000,502.85714285714283,None,1.309,1
3552,1000,507.42857142857144,None,1.344,1
3584,1000,512.0,None,1.313,1
3616,1000,516.5714285714286,None,1.457,1
3648,1000,521.1428571428571,None,1.396,1
3680,1000,525.7142857142857,None,1.416,1
3712,1000,530.2857142857143,None,1.345,1
3744,1000,534.8571428571429,None,1.383,1
3776,1000,539.4285714285714,None,1.393,1
3808,1000,544.0,None,1.347,1
3840,1000,548.5714285714286,None,1.465,1
3872,1000,553.1428571428571,None,1.332,1
3904,1000,557.7142857142857,None,1.46,1
3936,1000,562.2857142857143,None,1.314,1
3968,1000,566.8571428571429,None,1.352,1
4000,1000,571.4285714285714,None,1.359,1
4032,1000,576.0,None,1.465,1
4064,1000,580.5714285714286,None,1.408,1
4096,1000,585.1428571428571,None,1.429,1
4160,1000,594.2857142857143,None,1.36,1
4224,1000,603.4285714285714,None,1.39,1
4288,1000,612.5714285714286,None,1.406,1
4352,1000,621.7142857142857,None,1.395,1
4416,1000,630.8571428571429,None,1.326,1
4480,1000,640.0,None,1.405,1
4544,1000,649.1428571428571,None,1.382,1
4608,1000,658.2857142857143,None,1.299,1
4672,1000,667.4285714285714,None,1.344,1
4736,1000,676.5714285714286,None,1.369,1
4800,1000,685.7142857142857,None,1.363,1
4864,1000,694.8571428571429,None,1.381,1
4928,1000,704.0,None,1.394,1
4992,1000,713.1428571428571,None,1.32,1
5056,1000,561.7777777777778,None,1.379,1
5120,1000,568.8888888888889,None,1.384,1
5184,1000,576.0,None,1.362,1
5248,1000,583.1111111111111,None,1.363,1
5312,1000,590.2222222222222,None,1.361,1
5376,1000,597.3333333333334,None,1.429,1
5440,1000,604.4444444444445,None,1.387,1
5504,1000,611.5555555555555,None,1.374,1
5568,1000,618.6666666666666,None,1.418,1
5632,1000,625.7777777777778,None,1.348,1
5696,1000,632.8888888888889,None,1.348,1
5760,1000,640.0,None,1.397,1
5824,1000,647.1111111111111,None,1.353,1
5888,1000,654.2222222222222,None,1.382,1
5952,1000,661.3333333333334,None,1.463,1
6016,1000,668.4444444444445,None,1.337,1
6080,1000,675.5555555555555,None,1.379,1
6144,1000,682.6666666666666,None,1.399,1
6208,1000,689.7777777777778,None,1.412,1
6272,1000,627.2,None,1.356,1
6336,1000,633.6,None,1.427,1
6400,1000,640.0,None,1.376,1
6464,1000,646.4,None,1.393,1
6528,1000,652.8,None,1.391,1
6592,1000,659.2,None,1.429,1
6656,1000,665.6,None,1.346,1
6720,1000,672.0,None,1.384,1
6784,1000,678.4,None,1.459,1
6848,1000,684.8,None,1.452,1
6912,1000,691.2,None,1.356,1
6976,1000,697.6,None,1.377,1
7040,1000,704.0,None,1.397,1
7104,1000,710.4,None,1.344,1
7168,1000,716.8,None,1.364,1
7232,1000,723.2,None,1.371,1
7296,1000,729.6,None,1.46,1
7360,1000,736.0,None,1.355,1
7424,1000,742.4,None,1.336,1
7488,1000,748.8,None,1.383,1
7552,1000,755.2,None,1.394,1
7616,1000,761.6,None,1.408,1
7680,1000,768.0,None,1.405,1
7744,1000,774.4,None,1.421,1
7808,1000,780.8,None,1.344,1
7872,1000,787.2,None,1.386,1
7936,1000,793.6,None,1.358,1
8000,1000,800.0,None,1.391,1
8064,1000,806.4,None,1.374,1
8128,1000,812.8,None,1.458,1
8192,1000,819.2,None,1.356,1
8320,1000,832.0,None,1.373,1
8448,1000,844.8,None,1.339,1
8576,1000,857.6,None,1.385,1
8704,1000,870.4,None,1.434,1
8832,1000,883.2,None,1.382,1
8960,1000,896.0,None,1.402,1
9088,1000,908.8,None,1.387,1
9216,1000,921.6,None,1.396,1
9344,1000,934.4,None,1.382,1
9472,1000,861.0909090909091,None,1.444,1
9600,1000,872.7272727272727,None,1.418,1
9728,1000,884.3636363636364,None,1.401,1
9856,1000,896.0,None,1.43,1
9984,1000,907.6363636363636,None,1.374,1
10112,1000,777.8461538461538,None,1.48,1
10240,1000,787.6923076923077,None,1.349,1
10368,1000,797.5384615384615,None,1.453,1
10496,1000,807.3846153846154,None,1.446,1
10624,1000,817.2307692307693,None,1.416,1
10752,1000,827.0769230769231,None,1.454,1
10880,1000,836.9230769230769,None,1.453,1
11008,1000,846.7692307692307,None,1.405,1
11136,1000,856.6153846153846,None,1.417,1
11264,1000,866.4615384615385,None,1.474,1
11392,1000,876.3076923076923,None,1.403,1
11520,1000,886.1538461538462,None,1.453,1
11648,1000,896.0,None,1.42,1
11776,1000,905.8461538461538,None,1.373,1
11904,1000,915.6923076923077,None,1.408,1
12032,1000,925.5384615384615,None,1.449,1
12160,1000,935.3846153846154,None,1.435,1
12288,1000,945.2307692307693,None,1.405,1
12416,1000,955.0769230769231,None,1.46,1
12544,1000,896.0,None,1.406,1
12672,1000,905.1428571428571,None,1.399,1
12800,1000,914.2857142857143,None,1.383,1
12928,1000,923.4285714285714,None,1.448,1
13056,1000,932.5714285714286,None,1.418,1
13184,1000,941.7142857142857,None,1.383,1
13312,1000,950.8571428571429,None,1.442,1
13440,1000,960.0,None,1.37,1
13568,1000,969.1428571428571,None,1.429,1
13696,1000,978.2857142857143,None,1.432,1
13824,1000,987.4285714285714,None,1.439,1
13952,1000,996.5714285714286,None,1.467,1
14080,1000,1005.7142857142857,None,1.315,1
14208,1000,1014.8571428571429,None,1.385,1
14336,1000,1024.0,None,1.411,1
14464,1000,1033.142857142857,None,1.425,1
14592,1000,1042.2857142857142,None,1.426,1
14720,1000,1051.4285714285713,None,1.374,1
14848,1000,1060.5714285714287,None,1.417,1
14976,1000,1069.7142857142858,None,1.508,1
15104,1000,944.0,None,1.409,1
15232,1000,952.0,None,1.427,1
15360,1000,960.0,None,1.347,1
15488,1000,968.0,None,1.453,1
15616,1000,976.0,None,1.459,1
15744,1000,926.1176470588235,None,1.441,1
15872,1000,933.6470588235294,None,1.417,1
16000,1000,941.1764705882352,None,1.389,1
16128,1000,948.7058823529412,None,1.45,1
16256,1000,956.2352941176471,None,1.46,1
16384,1000,963.7647058823529,None,1.372,1
16640,1000,978.8235294117648,None,1.4,1
16896,1000,993.8823529411765,None,1.407,1
17152,1000,1008.9411764705883,None,1.422,1
17408,1000,1024.0,None,1.438,1
17664,1000,1039.0588235294117,None,1.41,1
17920,1000,1054.1176470588234,None,1.502,1
18176,1000,1069.1764705882354,None,1.462,1
18432,1000,1084.235294117647,None,1.403,1
18688,1000,1099.2941176470588,None,1.461,1
18944,1000,1052.4444444444443,None,1.521,1
19200,1000,1066.6666666666667,None,1.459,1
19456,1000,1080.888888888889,None,1.378,1
19712,1000,1095.111111111111,None,1.453,1
19968,1000,1109.3333333333333,None,1.393,1
20224,1000,1011.2,None,1.423,1
20480,1000,1024.0,None,1.444,1
20736,1000,1036.8,None,1.417,1
20992,1000,1049.6,None,1.447,1
21248,1000,1062.4,None,1.425,1
21504,1000,1075.2,None,1.492,1
21760,1000,1088.0,None,1.429,1
22016,1000,1048.3809523809523,None,1.457,1
22272,1000,1060.5714285714287,None,1.498,1
22528,1000,1072.7619047619048,None,1.346,1
22784,1000,1084.952380952381,None,1.409,1
23040,1000,1097.142857142857,None,1.444,1
23296,1000,1109.3333333333333,None,1.459,1
23552,1000,1121.5238095238096,None,1.382,1
23808,1000,1133.7142857142858,None,1.479,1
24064,1000,1145.904761904762,None,1.349,1
24320,1000,1158.095238095238,None,1.483,1
24576,1000,1170.2857142857142,None,1.526,1
24832,1000,1182.4761904761904,None,1.402,1
25088,1000,1045.3333333333333,None,1.397,1
25344,1000,1056.0,None,1.459,1
25600,1000,1066.6666666666667,None,1.418,1
25856,1000,1077.3333333333333,None,1.423,1
26112,1000,1088.0,None,1.394,1
26368,1000,1098.6666666666667,None,1.441,1
26624,1000,1109.3333333333333,None,1.353,1
26880,1000,1120.0,None,1.489,1
27136,1000,1130.6666666666667,None,1.411,1
27392,1000,1141.3333333333333,None,1.475,1
27648,1000,1152.0,None,1.367,1
27904,1000,1162.6666666666667,None,1.425,1
28160,1000,1126.4,None,1.367,1
28416,1000,1136.64,None,1.45,1
28672,1000,1146.88,None,1.356,1
