time_res,mem_res,num_th,exa_th,time,batch_size
2,100000,1.4373736798563712,25.306973582050272,78.925,1
3,100000,2.156060519784557,25.306973582050272,78.642,1
4,100000,2.8747473597127424,25.306973582050272,76.817,1
5,100000,3.593434199640928,25.306973582050272,76.284,1
8,100000,5.749494719425485,25.306973582050272,79.163,1
10,100000,7.186868399281856,25.306973582050272,80.303,1
12,100000,7.546211819245949,24.189646823899366,94.694,1
14,100000,8.803913789120275,24.189646823899366,92.15,1
16,100000,24.84349570122123,26.604093829978552,115.409,1
20,100000,12.57701969874325,24.546262333269507,93.203,1
24,100000,14.204634012698255,24.546262333269507,97.487,1
28,100000,16.572073014814634,24.116841265362424,101.837,1
32,100000,17.887316904879285,24.116841265362424,102.183,1
40,100000,17.498462189555823,25.52361699515561,173.833,1
48,100000,19.31830225726963,26.18568794253812,362.118,1
56,100000,19.429326982886124,25.78023892352034,130.493,1
64,100000,21.464780285855145,25.108720753362054,209.863,1
80,100000,21.754844884312647,26.185687942538124,77.891,1
96,100000,23.55890519179223,26.185687942538124,78.319,1
112,100000,23.477103437654065,25.78023892352034,252.026,1
128,100000,23.416123948205612,26.185687942538124,263.785,1
132,100000,23.71666571763012,26.185687942538124,423.073,1
136,100000,24.43535255755831,26.185687942538124,346.64,1
140,100000,24.71274046068849,26.185687942538124,239.246,1
144,100000,25.4188187595653,26.604093829978552,235.287,1
148,100000,25.6744677988138,26.604093829978552,421.238,1
152,100000,23.528701467187368,26.604093829978552,91.502,1
156,100000,23.782000884896327,26.185687942538124,95.245,1
160,100000,24.02773912595725,26.185687942538124,78.17,1
164,100000,24.266249771692856,26.185687942538124,91.434,1
168,100000,24.147877821587038,26.185687942538124,63.722,1
172,100000,24.374618458409447,26.185687942538124,75.524,1
176,100000,24.941470050465483,26.185687942538124,84.084,1
180,100000,25.1540393974865,26.185687942538124,87.029,1
184,100000,25.360784926780905,26.185687942538124,69.628,1
188,100000,24.566022892090707,27.300921670925604,72.525,1
192,100000,24.7670541759867,27.300921670925604,76.011,1
196,100000,25.28303447131976,27.300921670925604,272.902,1
200,100000,24.84349570122123,26.604093829978552,435.551,1
204,100000,24.43535255755831,26.185687942538124,259.958,1
208,100000,24.62136562201031,26.604093829978552,220.837,1
212,100000,24.803052801242494,26.185687942538124,232.0,1
216,100000,24.980563263710724,26.185687942538124,279.807,1
220,100000,25.154039397486496,26.185687942538124,294.848,1
224,100000,25.32361719117742,26.185687942538124,298.033,1
228,100000,24.66718702205127,27.300921670925604,80.898,1
232,100000,24.832924000922834,26.604093829978552,79.274,1
236,100000,24.99517178023921,26.604093829978552,75.734,1
240,100000,25.1540393974865,26.604093829978552,79.902,1
244,100000,25.309631393759606,26.604093829978552,81.928,1
248,100000,25.462048043170004,26.604093829978552,81.171,1
