time_mult,mem_div,n_through,e_through,time
2097152,10,1201.8063037249283,None,2.753
2097152,20,1201.8063037249283,None,2.991
2097152,50,1201.8063037249283,None,2.769
2097152,100,1201.8063037249283,None,2.8185000000000002
2097152,1000,1201.8063037249283,None,2.751
2097152,10000,1201.8063037249283,None,2.8325
2097152,100000,1201.8063037249283,None,2.7635
2097152,1000000,1201.8063037249283,None,2.787
2097152,10000000,1201.8063037249283,None,2.7975
