time_res,mem_res,num_th,exa_th,time,batch_size
8,100000,38.06376542612731,151.84184149230163,24.339,3
10,100000,47.57970678265914,151.84184149230163,24.769,3
12,100000,53.28927159657823,153.14170197093367,26.847,3
14,100000,58.28514080875743,153.14170197093367,26.555,3
16,100000,66.61158949572278,153.14170197093367,30.202,3
20,100000,78.36657587732094,153.14170197093367,32.967,3
24,100000,88.81545266096373,153.14170197093367,33.155,3
28,100000,98.16444767790728,159.29400890453505,32.739,3
32,100000,112.1879402033226,153.14170197093367,30.685,3
40,100000,111.01931582620466,151.84184149230163,25.776,3
48,100000,122.97524214594978,163.80553002555362,28.585,3
56,100000,133.22317899144554,159.29400890453505,30.647,3
64,100000,142.10472425754193,159.29400890453505,31.221,3
80,100000,144.02505836913036,163.80553002555362,29.079,3
96,100000,148.7142463160323,159.29400890453505,31.185,3
112,100000,146.28427497099906,163.80553002555362,28.889,3
128,100000,157.89413806393551,163.80553002555362,27.896,3
160,100000,159.0724525270992,163.80553002555362,27.989,3
192,100000,157.89413806393551,163.80553002555362,28.211,3
224,100000,158.7340005004458,163.80553002555362,28.089,3
256,100000,159.36978421406573,163.80553002555362,28.241,3
320,100000,159.0724525270992,163.80553002555362,28.36,3
384,100000,158.87484699600964,163.80553002555362,28.51,3
448,100000,158.7340005004458,163.80553002555362,28.257,3
512,100000,159.36978421406573,163.80553002555362,28.923,3
576,100000,163.2692576576014,163.80553002555362,29.34,3
640,100000,162.71533311932285,163.80553002555362,29.214,3
704,100000,162.2649100518645,163.80553002555362,28.851,3
768,100000,162.4053991514765,163.80553002555362,28.834,3
832,100000,162.04924696035485,163.80553002555362,28.702,3
896,100000,161.74521460208027,163.80553002555362,28.889,3
960,100000,161.89145801492123,163.80553002555362,28.731,3
1024,100000,161.6357053166354,163.80553002555362,28.888,3
1152,100000,163.2692576576014,163.80553002555362,29.375,3
1280,100000,163.02645230310742,163.80553002555362,29.196,3
1408,100000,162.54613173306362,163.80553002555362,28.965,3
1536,100000,162.4053991514765,163.80553002555362,28.082,3
1664,100000,163.48331109274739,163.80553002555362,28.357,3
1792,100000,163.2940743862315,163.80553002555362,28.313,3
1920,100000,163.13042325483136,163.80553002555362,28.261,3
2048,100000,162.79300153608625,163.80553002555362,27.995,3
2304,100000,163.44313333135815,163.80553002555362,28.113,3
2560,100000,163.02645230310742,163.80553002555362,27.986,3
2816,100000,163.5381307933351,163.80553002555362,27.886,3
3072,100000,163.18245847756015,163.80553002555362,27.991,3
3328,100000,163.6039629828527,163.80553002555362,27.99,3
3584,100000,163.4058430887546,163.80553002555362,27.866,3
3840,100000,163.13042325483136,163.80553002555362,27.75,3
4096,100000,163.47577625792724,163.80553002555362,27.703,3
4608,100000,163.53021012055973,163.80553002555362,28.09,3
5120,100000,163.57378331803392,163.80553002555362,28.076,3
5632,100000,163.68083422334678,163.80553002555362,27.992,3
6144,100000,163.70464234468835,163.80553002555362,28.079,3
6656,100000,163.72479308845305,163.80553002555362,27.941,3
7168,100000,163.46178483578944,163.80553002555362,28.202,3
7680,100000,163.4953682732985,163.80553002555362,27.993,3
8192,100000,163.52476510307497,163.80553002555362,28.047,3
9216,100000,163.57378331803392,163.80553002555362,28.279,3
10240,100000,163.61301905401808,163.80553002555362,28.326,3
11264,100000,163.71654900279762,163.80553002555362,28.104,3
12288,100000,163.73738982265286,163.80553002555362,27.778,3
13312,100000,163.75502850730595,163.80553002555362,28.459,3
14336,100000,163.62984013205656,163.80553002555362,28.283,3
15360,100000,163.65227361713087,163.80553002555362,28.048,3
16384,100000,163.69645752181228,163.80553002555362,27.98,3
18432,100000,163.74830856030442,163.80553002555362,28.322,3
20480,100000,163.77015040485026,163.80553002555362,28.309,3
22528,100000,163.71654900279762,163.80553002555362,28.221,3
